index,app,category,text,image,procedure,description
282,9,1,点击部落头像 显示无法打开网页,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578273003/bug4.png,点击部落头像 ,显示无法打开网页
296,9,1,进入【发现】 点击【兴趣部落】 点击头像 显示无法打开网页,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508579601628/%E5%A4%B4%E5%83%8F.jpg,进入【发现】 点击【兴趣部落】 点击头像 ,显示无法打开网页
310,9,5,点击继续测试 提示：请按照任务详情说明，认真做任务,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580591068/Screenshot_2017-10-21-18-08-47-769_com.tencent.te.png,点击继续测试 ,提示：请按照任务详情说明，认真做任务
337,9,5,点击“继续测试”按钮 点击之后弹出提示，没有任何其他功能。与预期结果不符。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581727848/Screenshot_2017-10-21-18-28-21-026_com.tencent.te.png,点击“继续测试”按钮 ,点击之后弹出提示，没有任何其他功能。与预期结果不符。
374,9,5,"点击领取任务 该任务的被领取次数没有改变。如图1 该任务有8422人领取，测试过程中领取完以后领取人数依然是8422并没有增长 如图2。",http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583375292/21.2.jpg,点击领取任务 ,"该任务的被领取次数没有改变。如图1,该任务有8422人领取，测试过程中领取完以后领取人数依然是8422并没有增长，如图2。"
307,9,1,进入兴趣部落 随便点开一个人发的帖子 拉到最下面点击去兴趣部落app 查看全部评论 必定出现找不到网页,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580216565/zhaobudao.png,进入兴趣部落 随便点开一个人发的帖子 拉到最下面点击去兴趣部落app 查看全部评论 ,必定出现找不到网页
330,9,1,点击”去兴趣部落APP，查看更多内容“ 返回找不到网页,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581549575/7.2.jpg,点击”去兴趣部落APP，查看更多内容“ ,返回找不到网页
314,9,1,进入用户发表的言论详情页（带图片） 点击图片 跳转到一个无法打开的网页,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580948268/%E6%88%AA%E5%B1%8F2017102101.png,进入用户发表的言论详情页（带图片） 点击图片 ,跳转到一个无法打开的网页
359,9,1,进入兴趣部落 随意打开一个带图片的帖子 点击帖子就会出现错误页面。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583029228/19.jpg,进入兴趣部落 随意打开一个带图片的帖子 ,点击帖子就会出现错误页面。
304,9,2,多次频繁点赞/取消点赞 概率性出现点赞失败和取消点赞失败。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580079553/Screenshot_2017-10-21-17-57-46-0461522940.png,多次频繁点赞/取消点赞 ,概率性出现点赞失败和取消点赞失败。
362,9,2,快速连续地点击优秀bug展示右边的点赞按钮 会出现 ”点赞失败，已点赞过“。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583100689/12.jpg,快速连续地点击优秀bug展示右边的点赞按钮 ,会出现 ”点赞失败，已点赞过“。
315,9,3,点击任务广场 点击右上“+” 输入反馈标题aa，反馈详情：bb 点击提交反馈 提示反馈标题要简要概括该反馈的内容 ,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580976995/5.png,点击任务广场 点击右上“+” 输入反馈标题aa，反馈详情：bb 点击提交反馈 ,提示反馈标题要简要概括该反馈的内容 
347,9,3,点击提交反馈 用户无法提交反馈意见并且不显示用户输入的内容是否正常,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582331676/11.jpg,点击提交反馈 ,用户无法提交反馈意见并且不显示用户输入的内容是否正常
305,9,3,进入优秀反馈展示 点击图片 提示点击图片可以旋转图片，但没有反应,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580117500/321.jpg,进入优秀反馈展示 点击图片 ,提示点击图片可以旋转图片，但没有反应
363,9,3,点击照片 没有出现照片旋转或者关于照片旋转的提示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583040249/QQ%E6%88%AA%E5%9B%BE20171021185028.png,点击照片 ,没有出现照片旋转或者关于照片旋转的提示
279,9,3,进入发现界面 点击优秀bug反馈 预期结果：成功进入优秀bug反馈界面，实际结果：发现界面无优秀bug反馈按钮，只有优秀bug展示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578140076/Screenshot_2017-10-21-15-43-50.png,进入发现界面 点击优秀bug反馈 ,预期结果：成功进入优秀bug反馈界面，实际结果：发现界面无优秀bug反馈按钮，只有优秀bug展示
280,9,4,点击积分抽奖 提示网络错误，导致用户无法正常抽奖。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578150812/3.jpg,点击积分抽奖, 提示网络错误，导致用户无法正常抽奖。
281,9,4,1.点击进入积分抽奖页  2.查看中奖名单 3.积分抽奖页-中奖名单没有去重，同一条记录多次展示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578244793/%E6%88%AA%E5%B1%8F2017102101.png,1.点击进入积分抽奖页  2.查看中奖名单 3,.积分抽奖页-中奖名单没有去重，同一条记录多次展示
283,9,3,查看规格参数 只能显示部分硬件信息ROM类型unknownCPU内存信息为空,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578322756/5.1.png,查看规格参数 ,只能显示部分硬件信息ROM类型unknownCPU内存信息为空
287,9,7,点击我的 实际结果为已完成任务有多个，不是0，与预期结果不符,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578426661/Screenshot_2017-10-21-17-32-54-988_com.tencent.te.png,点击我的 ,实际结果为已完成任务有多个，不是0，与预期结果不符
289,9,5,点击领取任务 选择未完成任务 在我的头像下显示已完成任务,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578640855/530CBAB891FB4840C2071D6D5ADA231F.jpg,点击领取任务 选择未完成任务 在,我的头像下显示已完成任务
290,9,4,登录到企鹅众测 点击发现 点击积分抽奖 点击开始抽奖 预期应为提示积分不足无法抽奖，结果却依然可以抽奖,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508578816720/S71021-173935.jpg,登录到企鹅众测 点击发现 点击积分抽奖 点击开始抽奖 ,预期应为提示积分不足无法抽奖，结果却依然可以抽奖
293,9,1,"进入【发现】 点击【寻找小伙伴】 点击【兴趣部落】 点击”精华“ 点击""点赞”图标 错误打开了文档",http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508579243024/6.1.jpg,"进入【发现】 点击【寻找小伙伴】 点击【兴趣部落】 点击”精华“ 点击""点赞”图标", 错误打开了文档
300,9,1,点击删除 无法删除发表的话题 ,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508579806240/Screenshot_2017-10-21-17-55-39.png,点击删除 ,无法删除发表的话题 
301,9,1,进入发现的兴趣部落 进入名人堂 点击一个名人 查看全部话题 显示必定是空白,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508579077551/kongbai.png,进入发现的兴趣部落 进入名人堂 点击一个名人 查看全部话题 ,显示必定是空白
302,9,1,进入【发现】 点击【寻找小伙伴】 点击【兴趣部落】 点击“众测播报” 点击最下方的“去兴趣部落APP 查看全部12条评论” 显示“无法打开网页”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508579959175/%E6%9F%A5%E7%9C%8B%E8%AF%84%E8%AE%BA.jpg,进入【发现】 点击【寻找小伙伴】 点击【兴趣部落】 点击“众测播报” 点击最下方的“去兴趣部落APP 查看全部12条评论”, 显示“无法打开网页”
306,9,6,点击寻找小伙伴 选择邀请好友 点击分享给微信好友 应用出现闪退,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580144973/Screenshot_2017-10-21-16-44-55.png,点击寻找小伙伴 选择邀请好友 点击分享给微信好友, 应用出现闪退
311,9,5,进入任务广场 该任务对应的“我已完成X组题”中不能立即正确显示已做题数，显示上次刷新任务广场这个页面时的答题数，需要重新进入任务广场刷新后，才能正常显示已做题数，网络环境4G正常,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580813932/QQ%E6%88%AA%E5%9B%BE20171021181320.png,进入任务广场 该任务对应的“我已完成X组题”中,不能立即正确显示已做题数，显示上次刷新任务广场这个页面时的答题数，需要重新进入任务广场刷新后，才能正常显示已做题数，网络环境4G正常
312,9,5,点击任务广场 查询运动领域问法 点击操做指引 出现不相关的图片 ,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508580859676/4.png,点击任务广场 查询运动领域问法 点击操做指引 ,出现不相关的图片 
317,9,5,点击“任务广场”页面的右上角的“＋”号 该按钮为提交反馈按钮，但加号的形状很容易让用户误认为是发布任务。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581058639/13.jpg,点击“任务广场”页面的右上角的“＋”号 ,该按钮为提交反馈按钮，但加号的形状很容易让用户误认为是发布任务。
319,9,5,点击任务说明 没有设置左右滑动切换功能,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581156379/Screenshot_2017-10-21-18-18-37.jpg,点击任务说明 ,没有设置左右滑动切换功能
320,9,7,点击保存 填写个人信息时没有判断,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581232414/159.jpg,点击保存, 填写个人信息时没有判断
321,9,5,1点击“任务广场”按钮 2点击“+”按钮 3点击“附件”按钮 4点击“+”按钮 预期输出:显示上传成功，实际输出:软件返回上一页面，提示“添加失败”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581016558/QQ%E5%9B%BE%E7%89%8720171021181042.jpg,1点击“任务广场”按钮 2点击“+”按钮 3点击“附件”按钮 4点击“+”按钮 ,预期输出:显示上传成功，实际输出:软件返回上一页面，提示“添加失败”
322,9,5,进入任务广场 点击领取任务 点击开始做任务 在我的任务中查看刚才所操作的任务时，仍显示开始做任务,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581240638/6.png,进入任务广场 点击领取任务 点击开始做任务 ,在我的任务中查看刚才所操作的任务时，仍显示开始做任务
324,9,6,进入“邀请好友”页面 点击右上角的按钮 点击复制邀请链接 按钮无响应,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581286057/%E5%9B%BE%E7%89%878.png,进入“邀请好友”页面 点击右上角的按钮 点击复制邀请链接 ,按钮无响应
325,9,5,1、进入软件 2、进入任务广场 3、点击无效的任务 显示已过期，但是还能分享，过期的任务是不能分享的,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581312816/%E8%BF%87%E6%9C%9F%E4%BB%BB%E5%8A%A1.jpg,1、进入软件 2、进入任务广场 3、点击无效的任务, 显示已过期，但是还能分享，过期的任务是不能分享的
326,9,5,点击操作指引 出现不相关的图片,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581416140/Screenshot_2017-10-21-18-22-51.jpg,点击操作指引 ,出现不相关的图片
327,9,3,点击我要吐槽 填写相应内容 点击提交反馈 无法提交,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581456401/789.jpg,点击我要吐槽 填写相应内容 点击提交反馈 ,无法提交
332,9,2,进入优秀bug展示 没有按照用户的喜爱数（爱心数）排序展示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581582388/%E6%88%AA%E5%B1%8F2017102101.png,进入优秀bug展示 ,没有按照用户的喜爱数（爱心数）排序展示
335,9,5,点击任务广场 无效的任务任然存在在任务广场中。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581705376/15.jpg,点击任务广场 ,无效的任务任然存在在任务广场中。
340,9,1,点击兴趣部落 查看相册 布局出现缺陷看不到最右边的图和字,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581925039/buju.png,点击兴趣部落 查看相册 ,布局出现缺陷看不到最右边的图和字
341,9,4,点击“停止抽奖”  虽然变回“开始抽奖”，转盘仍在转动，,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508581927883/QQ%E6%88%AA%E5%9B%BE20171021183129.png,点击“停止抽奖”  ,虽然变回“开始抽奖”，转盘仍在转动，
342,9,5,1打开企鹅众测，登陆进入任务广场 2点击右上角加号 3填写反馈信息 4点击提交反馈 结果：反馈详情（必填）中有问题现象，操作步骤，其他说明三个要求，在填写时不能在相应标题后面进行填写信息，用户的文字会覆盖这三个要求，导致用户漏填，错填，填写顺序不正确,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582110842/12_2.png,1打开企鹅众测，登陆进入任务广场 2点击右上角加号 3填写反馈信息 4点击提交反馈 ,结果：反馈详情（必填）中有问题现象，操作步骤，其他说明三个要求，在填写时不能在相应标题后面进行填写信息，用户的文字会覆盖这三个要求，导致用户漏填，错填，填写顺序不正确
343,9,4,点击积分抽奖 完成一次抽奖后，已抽奖次数没有+1，可抽奖次数没有-1,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582131859/%E6%88%AA%E5%B1%8F2017102101.png,点击积分抽奖 ,完成一次抽奖后，已抽奖次数没有+1，可抽奖次数没有-1
344,9,6,点击任务详情 点击微信分享 无法进行分享,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582140104/Screenshot_2017-10-21-16-38-01.png,点击任务详情 点击微信分享 ,无法进行分享
345,9,3,点击提交反馈 草稿未在重新打开提交反馈页面时显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582148372/12.png,点击提交反馈 ,草稿未在重新打开提交反馈页面时显示
346,9,3,进入优秀bug展示界面 点击第一条记录 页面标题应该还是优秀bug展示，但实际进入后的页面标题是优秀反馈展示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582027851/Screenshot_2017-10-21-18-32-15.png,进入优秀bug展示界面 点击第一条记录 ,页面标题应该还是优秀bug展示，但实际进入后的页面标题是优秀反馈展示
349,9,3,点击提交反馈 在不同分辨率设备上显示效果不一致，任务广场右上角提交反馈按钮在中小屏手机上不显示“提交反馈”字样。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582478324/18.2.jpg,点击提交反馈 ,在不同分辨率设备上显示效果不一致，任务广场右上角提交反馈按钮在中小屏手机上不显示“提交反馈”字样。
351,9,5,1打开企鹅众测，登陆并进入我的任务 2长按过期的任务 3寻找删除按钮 结果：过期任务无法删除，因为有的过期任务对用户来说不一定是有用信息，删除的话可以让我的任务界面功能更人性化,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582622551/13.png,1打开企鹅众测，登陆并进入我的任务 2长按过期的任务 3寻找删除按钮, 结果：过期任务无法删除，因为有的过期任务对用户来说不一定是有用信息，删除的话可以让我的任务界面功能更人性化
352,9,3,进入提交反馈页面 点击添加图片右边的尖括号 按钮无反应,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582710705/13.png,进入提交反馈页面 点击添加图片右边的尖括号, 按钮无反应
353,9,3,点击提交草稿 草稿还存在,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582776705/Screenshot_2017-10-21-18-45-53-153_com.tencent.te.png,点击提交草稿, 草稿还存在
356,9,2,进行点赞 不能进行点赞而且每个帖子页面中也没有点赞的按钮，与上一级页面中每个帖子下的按钮表示不符，给用户以误解,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582899820/QQ%E6%88%AA%E5%9B%BE20171021184631.png,进行点赞 ,不能进行点赞而且每个帖子页面中也没有点赞的按钮，与上一级页面中每个帖子下的按钮表示不符，给用户以误解
357,9,1,进入“兴趣部落”页面 成功登录 体验签到功能 点击左上角“返回上一级”图标按钮 用户已登录状态消失签到也消失需重新登录,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582905797/%E5%9B%BE%E7%89%8711.png,进入“兴趣部落”页面 成功登录 体验签到功能 点击左上角“返回上一级”图标按钮 ,用户已登录状态消失签到也消失需重新登录
358,9,1,点击一条话题后的浏览量 应该能查看具体浏览人，实际是进入了话题详细只能看见阅读量,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508582909518/Screenshot_2017-10-21-18-47-10.png,点击一条话题后的浏览量, 应该能查看具体浏览人，实际是进入了话题详细只能看见阅读量
361,9,1,点击查看全部内容 页面出错,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583031776/111.jpg,点击查看全部内容 ,页面出错
364,9,5,进入任务广场 所有已发布的任务积分全部显示为0,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583109451/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20171021161732.png,进入任务广场 ,所有已发布的任务积分全部显示为0
365,9,7,1.点击“我的”按钮 2.点击右上角设置图标 3.点击“个人信息” 4.点击“通讯地址” 5.输入相当长（上百个字符）一段字符 6.点击保存 预期输出：步骤6后系统提示输入通讯地址不正确，未做长度判断处理； 实际输出：能够正常的保存完善个人信息；,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583094947/%E6%88%AA%E5%B1%8F_20171021_185009.jpg,1.点击“我的”按钮 2.点击右上角设置图标 3.点击“个人信息” 4.点击“通讯地址” 5.输入相当长（上百个字符）一段字符 6.点击保存 ,预期输出：步骤6后系统提示输入通讯地址不正确，未做长度判断处理； 实际输出：能够正常的保存完善个人信息；
366,9,6,点击发现 点击寻找小伙伴 点击邀请好友 点击分享微信好友 点击返回的提示返回tesly，应该是返企鹅众测,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583121486/9.png,点击发现 点击寻找小伙伴 点击邀请好友 点击分享微信好友, 点击返回的提示返回tesly，应该是返企鹅众测
368,9,7,1打开企鹅众测，登录并进入发现页面 2点击积分兑换 3点击兑换70元qq红包 4个人信息手机号填写111 5点击保存 结果：没有提示手机号格式错误，安全有很大问题,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583169197/14_1.png,1打开企鹅众测，登录并进入发现页面 2点击积分兑换 3点击兑换70元qq红包 4个人信息手机号填写111 5点击保存 ,结果：没有提示手机号格式错误，安全有很大问题
369,9,1,进入兴趣部落 在兴趣部落的帖子内无法进行回复操作。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583209298/20.jpg,进入兴趣部落 ,在兴趣部落的帖子内无法进行回复操作。
370,9,7,1.点击我的 2.点击右上角设置 3.点击手机号绑定 让客户误以为没有绑定手机号，手机号已绑定应该显示手机号，再设置修改绑定手机号，,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583045150/50.png,1.点击我的 2.点击右上角设置 3.点击手机号绑定 ,让客户误以为没有绑定手机号，手机号已绑定应该显示手机号，再设置修改绑定手机号，
371,9,3,点击优秀Bug展示 没有显示“加载中”之类提示语以表明会出现更多内容，或者显示“已经到底”之类提示语以表明会不会出现更多内容，使得用户出现误解，不能及时判断是否已经加载完毕,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583255412/QQ%E6%88%AA%E5%9B%BE20171021185404.png,点击优秀Bug展示 ,没有显示“加载中”之类提示语以表明会出现更多内容，或者显示“已经到底”之类提示语以表明会不会出现更多内容，使得用户出现误解，不能及时判断是否已经加载完毕
372,9,6,点击分享按钮 使用不同账号登录，任务详情界面分享按钮图标不一致。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583317726/Screenshot_2017-10-21-18-52-03-1009832111.png,点击分享按钮 使用不同账号登录，,任务详情界面分享按钮图标不一致。
373,9,6,点击任务分享 选择QQ分享 点击返回企鹅众测 分享渠道选择浮层没有收起,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583334566/%E6%88%AA%E5%B1%8F2017102101.png,点击任务分享 选择QQ分享 点击返回企鹅众测 ,分享渠道选择浮层没有收起
377,9,7,领取任务“完善个人信息，即拿20积分” 完善个人信息 最后领取积分时未提示领取失败，但没领到20积分。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1508583471754/Screenshot_2017-10-21-17-04-53.png,领取任务“完善个人信息，即拿20积分” 完善个人信息 最后领取积分时,未提示领取失败，但没领到20积分。
